ID,type,colour,n,hectares,sq_km,ORC,name
1,Water,#4D70A3,13,1.17,0.011699999999999999,3088,SKWAHA LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,6319,568.7099999999999,5.687099999999999,3052,DRIZZLE LAKE ECOLOGICAL RESERVE
1,Water,#4D70A3,1341,120.69,1.2069,3052,DRIZZLE LAKE ECOLOGICAL RESERVE
1,Wetland,#6BA38A,397,35.73,0.35729999999999995,3052,DRIZZLE LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,253,22.77,0.22769999999999999,3052,DRIZZLE LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,250,22.5,0.225,3052,DRIZZLE LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,179,16.11,0.1611,3052,DRIZZLE LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,5855,526.9499999999999,5.269499999999999,4232,PORTAGE BRULE RAPIDS ECOLOGICAL RESERVE
1,Water,#4D70A3,1167,105.03,1.0503,4232,PORTAGE BRULE RAPIDS ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,407,36.629999999999995,0.36629999999999996,4232,PORTAGE BRULE RAPIDS ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,143,12.87,0.12869999999999998,4232,PORTAGE BRULE RAPIDS ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,37,3.33,0.0333,4232,PORTAGE BRULE RAPIDS ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,6646,598.14,5.9814,3114,WILLIAMS CREEK ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,275,24.75,0.2475,3114,WILLIAMS CREEK ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,273,24.57,0.2457,3114,WILLIAMS CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,181,16.29,0.1629,3114,WILLIAMS CREEK ECOLOGICAL RESERVE
1,Snow and Ice,#FFFAFF,51,4.59,0.045899999999999996,3114,WILLIAMS CREEK ECOLOGICAL RESERVE
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,39,3.51,0.0351,3114,WILLIAMS CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,17,1.53,0.015300000000000001,3114,WILLIAMS CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,15,1.3499999999999999,0.013499999999999998,3114,WILLIAMS CREEK ECOLOGICAL RESERVE
1,Wetland,#6BA38A,5,0.44999999999999996,0.0045,3114,WILLIAMS CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,4398,395.82,3.9581999999999997,9846,BURNT CABIN BOG ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,1887,169.82999999999998,1.6983,9846,BURNT CABIN BOG ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,621,55.89,0.5589,9846,BURNT CABIN BOG ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,251,22.59,0.2259,9846,BURNT CABIN BOG ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,22,1.98,0.019799999999999998,9846,BURNT CABIN BOG ECOLOGICAL RESERVE
1,Urban,#DB2126,15,1.3499999999999999,0.013499999999999998,9846,BURNT CABIN BOG ECOLOGICAL RESERVE
1,Water,#4D70A3,5,0.44999999999999996,0.0045,9846,BURNT CABIN BOG ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,5503,495.27,4.9527,3122,TSITIKA MOUNTAIN ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,366,32.94,0.32939999999999997,3122,TSITIKA MOUNTAIN ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,288,25.919999999999998,0.2592,3122,TSITIKA MOUNTAIN ECOLOGICAL RESERVE
1,Water,#4D70A3,150,13.5,0.135,3122,TSITIKA MOUNTAIN ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,130,11.7,0.11699999999999999,3122,TSITIKA MOUNTAIN ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,112,10.08,0.1008,3122,TSITIKA MOUNTAIN ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,21,1.89,0.0189,3122,TSITIKA MOUNTAIN ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,6342,570.78,5.7078,3123,MOUNT DERBY ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,126,11.34,0.1134,3123,MOUNT DERBY ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,41,3.69,0.0369,3123,MOUNT DERBY ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,5,0.44999999999999996,0.0045,3123,MOUNT DERBY ECOLOGICAL RESERVE
1,Water,#4D70A3,5,0.44999999999999996,0.0045,3123,MOUNT DERBY ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,3892,350.28,3.5027999999999997,3108,COUGAR CANYON ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,1178,106.02,1.0602,3108,COUGAR CANYON ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,653,58.769999999999996,0.5877,3108,COUGAR CANYON ECOLOGICAL RESERVE
1,Water,#4D70A3,215,19.349999999999998,0.19349999999999998,3108,COUGAR CANYON ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,124,11.16,0.1116,3108,COUGAR CANYON ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,26,2.34,0.023399999999999997,3108,COUGAR CANYON ECOLOGICAL RESERVE
1,Water,#4D70A3,5188,466.91999999999996,4.6692,3120,DUKE OF EDINBURGH (PINE/STORM/TREE ISLETS) ECOLOGI
1,Temperate or sub-polar needleleaf forest,#003D00,747,67.23,0.6723,3120,DUKE OF EDINBURGH (PINE/STORM/TREE ISLETS) ECOLOGI
1,Temperate or sub-polar shrubland,#B38A33,33,2.9699999999999998,0.029699999999999997,3120,DUKE OF EDINBURGH (PINE/STORM/TREE ISLETS) ECOLOGI
1,Mixed forest,#5C752B,27,2.4299999999999997,0.0243,3120,DUKE OF EDINBURGH (PINE/STORM/TREE ISLETS) ECOLOGI
1,Temperate or sub-polar grassland,#E0CF8A,20,1.7999999999999998,0.018,3120,DUKE OF EDINBURGH (PINE/STORM/TREE ISLETS) ECOLOGI
1,Barren lands,#A8ABAD,9,0.8099999999999999,0.0081,3120,DUKE OF EDINBURGH (PINE/STORM/TREE ISLETS) ECOLOGI
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,5,0.44999999999999996,0.0045,3120,DUKE OF EDINBURGH (PINE/STORM/TREE ISLETS) ECOLOGI
1,Temperate or sub-polar needleleaf forest,#003D00,3872,348.47999999999996,3.4847999999999995,3085,PATSUK CREEK ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,1031,92.78999999999999,0.9279,3085,PATSUK CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,819,73.71,0.7371,3085,PATSUK CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,5,0.44999999999999996,0.0045,3085,PATSUK CREEK ECOLOGICAL RESERVE
1,Urban,#DB2126,5,0.44999999999999996,0.0045,3085,PATSUK CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,4,0.36,0.0036,3085,PATSUK CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,5032,452.88,4.5288,3036,MACKINNON ESKER ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,276,24.84,0.2484,3036,MACKINNON ESKER ECOLOGICAL RESERVE
1,Water,#4D70A3,257,23.13,0.23129999999999998,3036,MACKINNON ESKER ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,85,7.6499999999999995,0.0765,3036,MACKINNON ESKER ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,80,7.199999999999999,0.072,3036,MACKINNON ESKER ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,15,1.3499999999999999,0.013499999999999998,3036,MACKINNON ESKER ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,3752,337.68,3.3768000000000002,3009,TOW HILL ECOLOGICAL RESERVE
1,Water,#4D70A3,838,75.42,0.7542,3009,TOW HILL ECOLOGICAL RESERVE
1,Wetland,#6BA38A,701,63.089999999999996,0.6309,3009,TOW HILL ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,85,7.6499999999999995,0.0765,3009,TOW HILL ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,81,7.29,0.0729,3009,TOW HILL ECOLOGICAL RESERVE
1,Urban,#DB2126,71,6.39,0.0639,3009,TOW HILL ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,40,3.5999999999999996,0.036,3009,TOW HILL ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,6,0.54,0.0054,3009,TOW HILL ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,3511,315.99,3.1599,3039,SUNBEAM CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,842,75.78,0.7578,3039,SUNBEAM CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,436,39.24,0.3924,3039,SUNBEAM CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,256,23.04,0.2304,3039,SUNBEAM CREEK ECOLOGICAL RESERVE
1,Sub-polar taiga needleleaf forest,#949C70,148,13.32,0.1332,3039,SUNBEAM CREEK ECOLOGICAL RESERVE
1,Snow and Ice,#FFFAFF,100,9,0.09,3039,SUNBEAM CREEK ECOLOGICAL RESERVE
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,86,7.739999999999999,0.0774,3039,SUNBEAM CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,72,6.4799999999999995,0.0648,3039,SUNBEAM CREEK ECOLOGICAL RESERVE
1,Wetland,#6BA38A,17,1.53,0.015300000000000001,3039,SUNBEAM CREEK ECOLOGICAL RESERVE
1,Water,#4D70A3,7,0.63,0.0063,3039,SUNBEAM CREEK ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,3,0.27,0.0027,3039,SUNBEAM CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,5103,459.27,4.5927,3041,TACHEEDA LAKES ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,87,7.83,0.0783,3041,TACHEEDA LAKES ECOLOGICAL RESERVE
1,Water,#4D70A3,87,7.83,0.0783,3041,TACHEEDA LAKES ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,57,5.13,0.0513,3041,TACHEEDA LAKES ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,49,4.41,0.0441,3041,TACHEEDA LAKES ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,5,0.44999999999999996,0.0045,3041,TACHEEDA LAKES ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,4487,403.83,4.0383,3057,CHICKENS NECK MOUNTAIN ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,369,33.21,0.3321,3057,CHICKENS NECK MOUNTAIN ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,228,20.52,0.2052,3057,CHICKENS NECK MOUNTAIN ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,120,10.799999999999999,0.10799999999999998,3057,CHICKENS NECK MOUNTAIN ECOLOGICAL RESERVE
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,19,1.71,0.0171,3057,CHICKENS NECK MOUNTAIN ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,4,0.36,0.0036,3057,CHICKENS NECK MOUNTAIN ECOLOGICAL RESERVE
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,4,0.36,0.0036,3057,CHICKENS NECK MOUNTAIN ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,2536,228.23999999999998,2.2824,3070,MOUNT TINSDALE ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,933,83.97,0.8397,3070,MOUNT TINSDALE ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,414,37.26,0.3726,3070,MOUNT TINSDALE ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,396,35.64,0.3564,3070,MOUNT TINSDALE ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,312,28.08,0.2808,3070,MOUNT TINSDALE ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,91,8.19,0.0819,3070,MOUNT TINSDALE ECOLOGICAL RESERVE
1,Wetland,#6BA38A,50,4.5,0.045,3070,MOUNT TINSDALE ECOLOGICAL RESERVE
1,Water,#4D70A3,1,0.09,9e-4,3070,MOUNT TINSDALE ECOLOGICAL RESERVE
1,Water,#4D70A3,4603,414.27,4.1427,3012,BERESFORD ISLAND ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,25,2.25,0.0225,3012,BERESFORD ISLAND ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,22,1.98,0.019799999999999998,3012,BERESFORD ISLAND ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,14,1.26,0.0126,3012,BERESFORD ISLAND ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,3562,320.58,3.2058,3037,MOUNT MAXWELL ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,691,62.19,0.6219,3037,MOUNT MAXWELL ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,180,16.2,0.162,3037,MOUNT MAXWELL ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,102,9.18,0.09179999999999999,3037,MOUNT MAXWELL ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,55,4.95,0.0495,3037,MOUNT MAXWELL ECOLOGICAL RESERVE
1,Water,#4D70A3,34,3.06,0.030600000000000002,3037,MOUNT MAXWELL ECOLOGICAL RESERVE
1,Urban,#DB2126,16,1.44,0.0144,3037,MOUNT MAXWELL ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,15,1.3499999999999999,0.013499999999999998,3037,MOUNT MAXWELL ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,1321,118.89,1.1889,3008,CLAYHURST ECOLOGICAL RESERVE
1,Water,#4D70A3,1061,95.49,0.9549,3008,CLAYHURST ECOLOGICAL RESERVE
1,Cropland,#E6AD66,920,82.8,0.828,3008,CLAYHURST ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,637,57.33,0.5733,3008,CLAYHURST ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,171,15.389999999999999,0.15389999999999998,3008,CLAYHURST ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,110,9.9,0.099,3008,CLAYHURST ECOLOGICAL RESERVE
1,Wetland,#6BA38A,34,3.06,0.030600000000000002,3008,CLAYHURST ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,3,0.27,0.0027,3008,CLAYHURST ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,4398,395.82,3.9581999999999997,3048,BOWEN ISLAND ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,30,2.6999999999999997,0.026999999999999996,3048,BOWEN ISLAND ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,2016,181.44,1.8144,3040,KINGCOME RIVER/ATLATZI RIVER ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,1604,144.35999999999999,1.4435999999999998,3040,KINGCOME RIVER/ATLATZI RIVER ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,232,20.88,0.20879999999999999,3040,KINGCOME RIVER/ATLATZI RIVER ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,204,18.36,0.18359999999999999,3040,KINGCOME RIVER/ATLATZI RIVER ECOLOGICAL RESERVE
1,Wetland,#6BA38A,120,10.799999999999999,0.10799999999999998,3040,KINGCOME RIVER/ATLATZI RIVER ECOLOGICAL RESERVE
1,Water,#4D70A3,17,1.53,0.015300000000000001,3040,KINGCOME RIVER/ATLATZI RIVER ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,2,0.18,0.0018,3040,KINGCOME RIVER/ATLATZI RIVER ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,3296,296.64,2.9663999999999997,3016,MOUNT TUAM ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,590,53.1,0.531,3016,MOUNT TUAM ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,48,4.32,0.0432,3016,MOUNT TUAM ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,36,3.2399999999999998,0.0324,3016,MOUNT TUAM ECOLOGICAL RESERVE
1,Urban,#DB2126,32,2.88,0.0288,3016,MOUNT TUAM ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,15,1.3499999999999999,0.013499999999999998,3016,MOUNT TUAM ECOLOGICAL RESERVE
1,Water,#4D70A3,6,0.54,0.0054,3016,MOUNT TUAM ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,2592,233.28,2.3328,3081,MORICE RIVER ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,768,69.12,0.6912,3081,MORICE RIVER ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,220,19.8,0.198,3081,MORICE RIVER ECOLOGICAL RESERVE
1,Water,#4D70A3,151,13.59,0.1359,3081,MORICE RIVER ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,86,7.739999999999999,0.0774,3081,MORICE RIVER ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,3340,300.59999999999997,3.006,3107,CHUNAMON CREEK ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,197,17.73,0.1773,3107,CHUNAMON CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,88,7.92,0.07919999999999999,3107,CHUNAMON CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,33,2.9699999999999998,0.029699999999999997,3107,CHUNAMON CREEK ECOLOGICAL RESERVE
1,Water,#4D70A3,3789,341.01,3.4101,3067,SATELLITE CHANNEL ECOLOGICAL RESERVE
1,Water,#4D70A3,2186,196.73999999999998,1.9673999999999998,3063,SKEENA RIVER ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,986,88.74,0.8874,3063,SKEENA RIVER ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,287,25.83,0.2583,3063,SKEENA RIVER ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,65,5.85,0.058499999999999996,3063,SKEENA RIVER ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,29,2.61,0.026099999999999998,3063,SKEENA RIVER ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,2918,262.62,2.6262,3125,MOUNT ELLIOTT ECOLOGICAL RESERVE
1,Water,#4D70A3,320,28.799999999999997,0.288,3125,MOUNT ELLIOTT ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,225,20.25,0.2025,3125,MOUNT ELLIOTT ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,136,12.24,0.12240000000000001,3125,MOUNT ELLIOTT ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,17,1.53,0.015300000000000001,3125,MOUNT ELLIOTT ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,7,0.63,0.0063,3125,MOUNT ELLIOTT ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,2742,246.78,2.4678,3028,AMBROSE LAKE ECOLOGICAL RESERVE
1,Water,#4D70A3,380,34.199999999999996,0.34199999999999997,3028,AMBROSE LAKE ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,96,8.64,0.0864,3028,AMBROSE LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,27,2.4299999999999997,0.0243,3028,AMBROSE LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,7,0.63,0.0063,3028,AMBROSE LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,5,0.44999999999999996,0.0045,3028,AMBROSE LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,2701,243.09,2.4309,3071,BLACKWATER CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,174,15.66,0.1566,3071,BLACKWATER CREEK ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,114,10.26,0.1026,3071,BLACKWATER CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,70,6.3,0.063,3071,BLACKWATER CREEK ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,52,4.68,0.046799999999999994,3071,BLACKWATER CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,5,0.44999999999999996,0.0045,3071,BLACKWATER CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,1936,174.23999999999998,1.7423999999999997,3087,HEATHER LAKE ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,746,67.14,0.6714,3087,HEATHER LAKE ECOLOGICAL RESERVE
1,Water,#4D70A3,194,17.46,0.1746,3087,HEATHER LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,143,12.87,0.12869999999999998,3087,HEATHER LAKE ECOLOGICAL RESERVE
1,Urban,#DB2126,4,0.36,0.0036,3087,HEATHER LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,2,0.18,0.0018,3087,HEATHER LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,2714,244.26,2.4426,3084,ALEZA LAKE ECOLOGICAL RESERVE
1,Water,#4D70A3,101,9.09,0.0909,3084,ALEZA LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,35,3.15,0.0315,3084,ALEZA LAKE ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,20,1.7999999999999998,0.018,3084,ALEZA LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,14,1.26,0.0126,3084,ALEZA LAKE ECOLOGICAL RESERVE
1,Wetland,#6BA38A,6,0.54,0.0054,3084,ALEZA LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,2,0.18,0.0018,3084,ALEZA LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,2309,207.81,2.0781,3078,MERIDIAN ROAD (VANDERHOOF) ECOLOGICAL RESERVE
1,Sub-polar taiga needleleaf forest,#949C70,480,43.199999999999996,0.43199999999999994,3078,MERIDIAN ROAD (VANDERHOOF) ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,10,0.8999999999999999,0.009,3078,MERIDIAN ROAD (VANDERHOOF) ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,10,0.8999999999999999,0.009,3078,MERIDIAN ROAD (VANDERHOOF) ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,9,0.8099999999999999,0.0081,3078,MERIDIAN ROAD (VANDERHOOF) ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,2,0.18,0.0018,3078,MERIDIAN ROAD (VANDERHOOF) ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,1918,172.62,1.7262,3127,BIG CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,836,75.24,0.7524,3127,BIG CREEK ECOLOGICAL RESERVE
1,Water,#4D70A3,37,3.33,0.0333,3127,BIG CREEK ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,9,0.8099999999999999,0.0081,3127,BIG CREEK ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,4,0.36,0.0036,3127,BIG CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,2338,210.42,2.1042,3038,TAKLA LAKE ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,121,10.889999999999999,0.10889999999999998,3038,TAKLA LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,46,4.14,0.0414,3038,TAKLA LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,26,2.34,0.023399999999999997,3038,TAKLA LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,23,2.07,0.0207,3038,TAKLA LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,1926,173.34,1.7334,3029,TRANQUILLE ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,560,50.4,0.504,3029,TRANQUILLE ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,73,6.569999999999999,0.0657,3029,TRANQUILLE ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,2500,225,2.25,3126,CLAUD ELLIOTT CREEK ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,54,4.859999999999999,0.0486,3126,CLAUD ELLIOTT CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,2,0.18,0.0018,3126,CLAUD ELLIOTT CREEK ECOLOGICAL RESERVE
1,Water,#4D70A3,2498,224.82,2.2481999999999998,3094,OAK BAY ISLANDS ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,62,5.58,0.0558,3094,OAK BAY ISLANDS ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,19,1.71,0.0171,3094,OAK BAY ISLANDS ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,6,0.54,0.0054,3094,OAK BAY ISLANDS ECOLOGICAL RESERVE
1,Water,#4D70A3,2528,227.51999999999998,2.2752,3097,RACE ROCKS ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,12,1.08,0.0108,3097,RACE ROCKS ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,2020,181.79999999999998,1.8179999999999998,3004,LASQUETI ISLAND ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,206,18.54,0.18539999999999998,3004,LASQUETI ISLAND ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,126,11.34,0.1134,3004,LASQUETI ISLAND ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,36,3.2399999999999998,0.0324,3004,LASQUETI ISLAND ECOLOGICAL RESERVE
1,Water,#4D70A3,18,1.6199999999999999,0.0162,3004,LASQUETI ISLAND ECOLOGICAL RESERVE
